,date,IAQI
0,2013-01-01,41.69539148351648
1,2013-01-02,45.712414148351655
2,2013-01-03,63.17546130952381
3,2013-01-04,84.84433493589745
4,2013-01-05,98.91704784798532
5,2013-01-06,94.55723214285712
6,2013-01-07,62.63964285714285
7,2013-01-08,45.71480082417583
8,2013-01-09,67.04544184981685
9,2013-01-10,113.37851190476192
10,2013-01-11,47.45588141025641
11,2013-01-12,76.17438988095238
12,2013-01-13,88.27233630952382
13,2013-01-14,103.26800595238096
14,2013-01-15,62.28144345238093
15,2013-01-16,59.1717467948718
16,2013-01-17,64.23714171245422
17,2013-01-18,116.9371875
18,2013-01-19,147.37157738095237
19,2013-01-20,62.27569940476192
20,2013-01-21,50.29215773809525
21,2013-01-22,80.50119047619046
22,2013-01-23,46.11273809523809
23,2013-01-24,44.446799450549456
24,2013-01-25,54.72198717948718
25,2013-01-26,43.47387820512821
26,2013-01-27,75.79135760073261
27,2013-01-28,95.8531994047619
28,2013-01-29,111.44373511904762
29,2013-01-30,66.60671130952382
30,2013-01-31,55.46381982600733
31,2013-02-01,49.02660714285714
32,2013-02-02,59.1782142857143
33,2013-02-03,65.91789377289378
34,2013-02-04,40.62690476190476
35,2013-02-05,36.29377976190476
36,2013-02-06,44.15738095238096
37,2013-02-07,41.60511904761905
38,2013-02-08,57.80599931318682
39,2013-02-09,67.10958905677656
40,2013-02-10,59.21626488095239
41,2013-02-11,38.135357142857146
42,2013-02-12,36.24589285714286
43,2013-02-13,52.86635416666666
44,2013-02-14,38.70041666666668
45,2013-02-15,49.47787202380952
46,2013-02-16,59.029523809523816
47,2013-02-17,71.49020833333333
48,2013-02-18,42.859136904761904
49,2013-02-19,64.7785096153846
50,2013-02-20,46.08263392857143
51,2013-02-21,57.02392857142857
52,2013-02-22,51.03535714285714
53,2013-02-23,65.10427083333333
54,2013-02-24,86.08395833333333
55,2013-02-25,62.88089285714286
56,2013-02-26,57.81541666666666
57,2013-02-27,92.84791666666668
58,2013-02-28,106.78351190476192
59,2013-03-01,41.34544642857143
60,2013-03-02,52.92815705128205
61,2013-03-03,52.12776785714286
62,2013-03-04,47.24683035714285
63,2013-03-05,74.06153273809524
64,2013-03-06,61.38282738095237
65,2013-03-07,57.26191964285715
66,2013-03-08,74.04980654761904
67,2013-03-09,134.49793154761906
68,2013-03-10,78.4984375
69,2013-03-11,124.1259375
70,2013-03-12,108.27104166666668
71,2013-03-13,48.469434523809525
72,2013-03-14,77.99833333333333
73,2013-03-15,80.60239583333335
74,2013-03-16,74.2921875
75,2013-03-17,70.50245535714286
76,2013-03-18,63.0096130952381
77,2013-03-19,75.53635416666667
78,2013-03-20,52.41700892857143
79,2013-03-21,69.71053571428571
80,2013-03-22,46.37562500000001
81,2013-03-23,62.61717261904763
82,2013-03-24,54.545416666666654
83,2013-03-25,67.66747023809523
84,2013-03-26,46.17791666666668
85,2013-03-27,44.00444940476191
86,2013-03-28,43.78604166666668
87,2013-03-29,44.59998511904762
88,2013-03-30,40.258750000000006
89,2013-03-31,61.84047619047619
90,2013-04-01,55.71895833333334
91,2013-04-02,49.96127976190476
92,2013-04-03,63.56572916666666
93,2013-04-04,121.80111607142858
94,2013-04-05,65.77011904761905
95,2013-04-06,43.57375
96,2013-04-07,85.16031249999999
97,2013-04-08,55.22223214285714
98,2013-04-09,43.87416666666668
99,2013-04-10,41.537083333333335
100,2013-04-11,43.30385416666667
101,2013-04-12,45.91614583333334
102,2013-04-13,48.98806547619048
103,2013-04-14,67.30416666666667
104,2013-04-15,75.39927083333333
105,2013-04-16,92.11875000000002
106,2013-04-17,86.00759920634921
107,2013-04-18,75.12218750000001
108,2013-04-19,81.53937499999999
109,2013-04-20,74.82927083333334
110,2013-04-21,71.44708333333334
111,2013-04-22,72.7709375
112,2013-04-23,99.83625
113,2013-04-24,57.94730654761906
114,2013-04-25,44.297663690476185
115,2013-04-26,49.835848214285726
116,2013-04-27,70.71971726190476
117,2013-04-28,88.10354166666666
118,2013-04-29,47.05438988095239
119,2013-04-30,42.278125
120,2013-05-01,44.765104166666674
121,2013-05-02,51.64651785714286
122,2013-05-03,42.8725
123,2013-05-04,66.26782738095238
124,2013-05-05,60.277708333333344
125,2013-05-06,60.46666666666667
126,2013-05-07,65.39645833333331
127,2013-05-08,50.34764880952381
128,2013-05-09,60.00681547619047
129,2013-05-10,52.16406250000001
130,2013-05-11,54.99729166666666
131,2013-05-12,60.335133928571416
132,2013-05-13,114.82729166666668
133,2013-05-14,81.38260416666667
134,2013-05-15,66.52604166666666
135,2013-05-16,66.43229166666667
136,2013-05-17,49.748720238095245
137,2013-05-18,62.43089285714287
138,2013-05-19,54.98730654761904
139,2013-05-20,50.42458333333334
140,2013-05-21,57.15913194444445
141,2013-05-22,49.17541666666667
142,2013-05-23,64.38386904761904
143,2013-05-24,51.15848214285714
144,2013-05-25,57.59549107142857
145,2013-05-26,49.86599702380952
146,2013-05-27,62.99135416666666
147,2013-05-28,38.41800595238095
148,2013-05-29,50.76712797619047
149,2013-05-30,45.18875
150,2013-05-31,42.8528125
151,2013-06-01,46.35321428571429
152,2013-06-02,52.50779761904761
153,2013-06-03,47.65375
154,2013-06-04,50.823080357142864
155,2013-06-05,49.144756944444445
156,2013-06-06,44.026671626984125
157,2013-06-07,44.44072420634921
158,2013-06-08,66.38455357142857
159,2013-06-09,56.5215625
160,2013-06-10,37.36727678571429
161,2013-06-11,36.604375
162,2013-06-12,42.491547619047616
163,2013-06-13,53.30828869047619
164,2013-06-14,58.37399305555556
165,2013-06-15,58.43472222222223
